codice;denominazione;numero_linee;ubicazione;quartiere;zona_di_prossimita;geo_point
7013;DELLO SPORT;1;VIA PORRETTANA 85/C;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.490908, 11.307402
7014;MELONCELLO;11;VIA SARAGOZZA FR 225/A;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.490009, 11.312196
7015;BIVIO SAN LUCA;1;VIA PORRETTANA 13;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.490196, 11.310115
7017;FUNIVIA;10;VIA PORRETTANA FR 150;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.491274, 11.303077
7018;BIVIO SAN LUCA;1;VIA PORRETTANA 30/A;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.490173, 11.30946
7019;DON STURZO;3;VIA DON STURZO 13/C;Borgo Panigale - Reno;BARCA;44.489544, 11.299576
7020;DELLO SPORT;1;VIA PORRETTANA 64/2/A;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.490916, 11.307
7021;TREVES;6;VIA DON STURZO 35;Borgo Panigale - Reno;BARCA;44.488739, 11.297544
7022;FUNIVIA;10;VIA PORRETTANA 148;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.491249, 11.303856
7025;MILANI;3;VIA DON STURZO 45/H;Borgo Panigale - Reno;BARCA;44.487958, 11.295174
7028;DON STURZO;3;VIA DON STURZO 24;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.489081, 11.298891
7030;TREVES;6;VIA DON STURZO FRONTE P.L.27;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.488203, 11.296454
7053;CROCEFISSI;6;VIA CROCEFISSI FR P.L. 17;Borgo Panigale - Reno;BARCA;44.490323, 11.289482
7054;CROCEFISSI;6;VIA CROCEFISSI FR P.L. 10;Borgo Panigale - Reno;BARCA;44.489548, 11.289514
7055;LORENZETTI;2;VIA LORENZETTI 5;Borgo Panigale - Reno;BARCA;44.491596, 11.291997
7056;BONINSEGNA;2;VIA BONINSEGNA 3;Borgo Panigale - Reno;BARCA;44.490193, 11.290609
7060;FILANDA;2;VIA VITALE DA BOLOGNA 1;Borgo Panigale - Reno;BARCA;44.490724, 11.291472
7101;ANDREA COSTA;4;VIA COSTA A. 35/C;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.495005, 11.326417
7102;ANDREA COSTA;5;VIA COSTA A. 24/A;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.49496, 11.32595
7103;SAN PAOLO RAVONE;4;VIA COSTA A. 71/D;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.495384, 11.322823
7104;SAN PAOLO RAVONE;5;VIA COSTA A. 48-50;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.495271, 11.323082
7105;CROCETTA;4;VIA COSTA A. 107/D;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.495369, 11.319564
7106;CROCETTA;5;VIA COSTA A. 76/2/D;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.49532, 11.320216
7109;MARTINI;4;VIA COSTA A. 133/D;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.495019, 11.315991
7110;MARTINI;5;VIA COSTA A. 152;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.49488, 11.315759
7111;MAGNANI;2;VIA COSTA A. 157/2;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.494313, 11.312642
7112;MAGNANI;4;VIA COSTA A. 160;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.494152, 11.312561
7113;STADIO;2;VIA COSTA A. 165;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.493837, 11.309429
7114;STADIO;3;VIA COSTA A. 174;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.493811, 11.310283
7117;LINO;2;VIA COSTA A. 183;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.493404, 11.306381
7118;LINO;3;VIA COSTA A. 192/A;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.49345, 11.307225
7119;CERTOSA;4;VIA COSTA A. P.L. 99;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.492935, 11.303293
7120;CERTOSA;5;VIA COSTA A. 226/D;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.492917, 11.304173
7123;FUNIVIA;1;VIA ANDREA COSTA PL 121;Borgo Panigale - Reno;BARCA;44.491549, 11.301918
7124;FUNIVIA;1;VIA ANDREA COSTA FR 203/C;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.491814, 11.302193
7125;GHISELLO;2;VIA BARCA 11/4;Borgo Panigale - Reno;BARCA;44.493332, 11.299259
7126;GHISELLO;3;VIA BARCA 20/3;Borgo Panigale - Reno;BARCA;44.493076, 11.29989
7127;BARCA;2;VIA BARCA 21/2;Borgo Panigale - Reno;BARCA;44.494078, 11.296609
7128;BARCA;3;VIA BARCA 24/7;Borgo Panigale - Reno;BARCA;44.49396, 11.296668
7129;BELCANTONE;4;VIA BARCA 27;Borgo Panigale - Reno;BARCA;44.495416, 11.293631
7130;BELCANTONE;2;VIA BARCA 36;Borgo Panigale - Reno;BARCA;44.495309, 11.293601
7131;GIOTTO CENTRO COMMERCIALE;1;VIA GIOTTO PALO LUCE 19981;Borgo Panigale - Reno;BARCA;44.497002, 11.28953
7133;DE AMBRIS;6;VIA DELLA BARCA FR 74;Borgo Panigale - Reno;BARCA;44.495972, 11.291087
7134;DE AMBRIS;7;VIA BARCA 50;Borgo Panigale - Reno;BARCA;44.495825, 11.291647
7135;BUOZZI;2;VIA BUOZZI FR 6;Borgo Panigale - Reno;BARCA;44.496217, 11.288254
7136;BUOZZI;3;VIA BUOZZI 6-8;Borgo Panigale - Reno;BARCA;44.49614, 11.2881
7140;RIGOLA;2;VIA RIGOLA FR 27;Borgo Panigale - Reno;BARCA;44.494119, 11.286939
7142;TRENO;2;PIAZZA GIOVANNI XXIII 14;Borgo Panigale - Reno;BARCA;44.494991, 11.284785
7143;TRENO;3;PIAZZA GIOVANNI XXIII FR 12;Borgo Panigale - Reno;BARCA;44.494774, 11.284826
7144;TRENO;3;PIAZZA GIOVANNI XXIII 11;Borgo Panigale - Reno;BARCA;44.494366, 11.284521
7145;TOMMASEO;1;VIA TOMMASEO FR 4;Borgo Panigale - Reno;BARCA;44.496799, 11.286163
7146;PIAZZA GIOVANNI XXIII;2;PIAZZA GIOVANNI XXIII 19/B;Borgo Panigale - Reno;BARCA;44.496334, 11.285604
7148;TOLSTOI;1;VIA TOLSTOI P.L. 4;Borgo Panigale - Reno;BARCA;44.497026, 11.288323
7150;TOMMASEO;1;VIA TOMMASEO 8;Borgo Panigale - Reno;BARCA;44.496901, 11.286029
7151;BELCANTONE;4;VIA BATTINDARNO 376;Borgo Panigale - Reno;BARCA;44.495615, 11.294481
7152;BATTINDARNO VERONESE;5;VIA BATTINDARNO 155;Borgo Panigale - Reno;BARCA;44.497988, 11.29514
7153;BATTINDARNO VERONESE;6;VIA BATTINDARNO 360;Borgo Panigale - Reno;BARCA;44.497769, 11.295295
7161;DI VITTORIO;2;VIA DI VITTORIO 17;Borgo Panigale - Reno;BARCA;44.495349, 11.288446
7162;DI VITTORIO;2;VIA DI VITTORIO FR 17;Borgo Panigale - Reno;BARCA;44.4953, 11.288683
7163;ROTONDA MALAGUTI;8;ROTONDA MALAGUTI P.L. 23;Borgo Panigale - Reno;BARCA;44.490774, 11.288116
7164;CASSINI;1;VIA CASSINI 15 METRI DOPO PL06624;Borgo Panigale - Reno;BARCA;44.490592, 11.285971
7171;MONTEFIORINO;1;VIA MONTEFIORINO 7/C;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.495855, 11.315181
7172;MONTEFIORINO;2;VIA MONTEFIORINO 10;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.495858, 11.31503
7201;RONCATI;1;VIA RONCATI 7;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.493331, 11.325973
7203;PIAZZA VOLTA;1;VIA RONCATI 21;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.492823, 11.323488
7204;PIAZZA VOLTA;1;VIA RONCATI 44;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.492781, 11.323763
7205;TURATI;1;VIA TURATI 67;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.491231, 11.321626
7206;TURATI;1;VIA TURATI FR 55;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.491746, 11.321999
7209;XXI APRILE ZANNONI;1;VIA XXI APRILE 17;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.491845, 11.317588
7210;XXI APRILE ZANNONI;1;VIA XXI APRILE 12;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.491428, 11.319031
7211;XXI APRILE MARTINI;1;VIA XXI APRILE 29;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.491983, 11.313431
7212;XXI APRILE MARTINI;1;VIA XXI APRILE FR 25/B;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.492016, 11.314929
7213;IRMA BANDIERA;1;VIA BANDIERA 6;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.493472, 11.313678
7214;IRMA BANDIERA;1;VIA BANDIERA 1/5/F;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.492898, 11.31314
7231;CASAGLIA;2;VIA CASAGLIA FR 26;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.486664, 11.315107
7232;CASAGLIA;1;VIA CASAGLIA 24;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.486814, 11.315276
7233;SCUOLE CARRACCI;1;VIA RAVONE FR P.L. 3;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.484714, 11.314929
7234;SCUOLE CARRACCI;1;VIA RAVONE P.L. 3;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.48473, 11.315043
7236;RAVONE;1;VIA RAVONE FR 3;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.482475, 11.314828
7301;AUDINOT;1;VIA AUDINOT 28;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.4917, 11.327367
7302;GUIDOTTI;1;VIA GUIDOTTI 37;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.492577, 11.325415
8001;DELLE ROSE;4;VIA CASTIGLIONE 105;Santo Stefano;OSSERVANZA - PADERNO;44.482599, 11.348848
8002;PORTA CASTIGLIONE;4;VIA CASTIGLIONE 128/2;Santo Stefano;OSSERVANZA - PADERNO;44.484537, 11.34831
8003;CASTIGLIONE;4;VIA CASTIGLIONE 115;Santo Stefano;OSSERVANZA - PADERNO;44.480493, 11.349242
8004;DELLE ROSE;4;VIA CASTIGLIONE FR 107/2;Santo Stefano;OSSERVANZA - PADERNO;44.48179, 11.349231
8005;SCALINI;2;VIA DI BARBIANO(FR SCALINI);Santo Stefano;OSSERVANZA - PADERNO;44.478315, 11.347922
8006;SCALINI;1;VIA DI BARBIANO 2/A;Santo Stefano;OSSERVANZA - PADERNO;44.477687, 11.346488
8007;PORTA CASTIGLIONE;4;VIA CASTIGLIONE 91/C;Santo Stefano;OSSERVANZA - PADERNO;44.484258, 11.348286
8008;VILLA GUASTAVILLANI;1;VIA SCALINI 23;Santo Stefano;OSSERVANZA - PADERNO;44.467479, 11.346431
8009;BARBIANO;2;VIA DI BARBIANO FR 26;Santo Stefano;OSSERVANZA - PADERNO;44.47636, 11.343606
8010;BARBIANO;1;STRADA INTERNA IST. RIZZOLI PRESSO CANC.;Santo Stefano;OSSERVANZA - PADERNO;44.476186, 11.343322
8011;PUTTI;2;VIA PUTTI 7;Santo Stefano;OSSERVANZA - PADERNO;44.48061, 11.347096
8012;IST. RIZZOLI - CENTRO RIC;1;VIA DI BARBIANO 1/10 (STRADA INTERNA IST;Santo Stefano;OSSERVANZA - PADERNO;44.475357, 11.340712
8013;PIAZZALE BACCHELLI;2;VIA CODIVILLA P.L. 1;Santo Stefano;OSSERVANZA - PADERNO;44.480662, 11.34413
8014;CASTIGLIONE;4;VIA CASTIGLIONE CIV. 144/3;Santo Stefano;OSSERVANZA - PADERNO;44.480572, 11.349358
8015;BARBIANO 1;1;VIA BARBIANO FR P.L. 20;Santo Stefano;OSSERVANZA - PADERNO;44.47519, 11.342704
8016;SCALINI;1;VIA SCALINI 3;Santo Stefano;OSSERVANZA - PADERNO;44.477972, 11.347971
8017;PIAZZALE BACCHELLI;1;SALITA SAN BENEDETTO P.L. 1;Santo Stefano;OSSERVANZA - PADERNO;44.480714, 11.343793
8018;PUTTI;2;VIA PUTTI 20;Santo Stefano;OSSERVANZA - PADERNO;44.48048, 11.347707
8019;ISTITUTO ORTOPEDICO RIZZO;1;SALITA SAN BENEDETTO 1;Santo Stefano;OSSERVANZA - PADERNO;44.481323, 11.342585
8020;PIAZZALE BACCHELLI;2;VIA PUTTI 32;Santo Stefano;OSSERVANZA - PADERNO;44.480539, 11.344415
8021;CODIVILLA;1;VIA CODIVILLA 4;Santo Stefano;OSSERVANZA - PADERNO;44.484466, 11.339907
8022;ISTITUTO ORTOPEDICO RIZZO;1;SALITA SAN BENEDETTO FR 1;Santo Stefano;OSSERVANZA - PADERNO;44.481299, 11.342483
8023;BIVIO SAN VITTORE;1;VIA BARBIANO FR 34;Santo Stefano;OSSERVANZA - PADERNO;44.46419, 11.342654
8024;POLIAMBULATORIO RIZZOLI;1;VIA DI BARBIANO 1/13 (STRADA INTERNA IST;Santo Stefano;OSSERVANZA - PADERNO;44.476062, 11.341004
8026;SAN MICHELE IN BOSCO;1;SAN MICHELE IN BOSCO 5;Santo Stefano;OSSERVANZA - PADERNO;44.482292, 11.341894
8028;CODIVILLA;1;VIA CODIVILLA FR 4;Santo Stefano;OSSERVANZA - PADERNO;44.484386, 11.339853
8030;BATTIVENTO;1;VIA DEGLI SCALINI FR 21;Santo Stefano;OSSERVANZA - PADERNO;44.47127, 11.346872
8032;VILLA COLONNA;1;VIA DEGLI SCALINI 6;Santo Stefano;OSSERVANZA - PADERNO;44.473507, 11.346635
8034;VILLA SAMPIERA;1;VIA DEGLI SCALINI FR 15/17;Santo Stefano;OSSERVANZA - PADERNO;44.4746, 11.348188
8036;BELLA RIPA;1;VIA DEGLI SCALINI FR 13;Santo Stefano;OSSERVANZA - PADERNO;44.47419, 11.349755
8101;ANNUNZIATA;2;VIA SAN MAMOLO 31/E;Santo Stefano;OSSERVANZA - PADERNO;44.484802, 11.339329
8102;ANNUNZIATA;2;VIA SAN MAMOLO 14/D;Santo Stefano;OSSERVANZA - PADERNO;44.484934, 11.339485
8103;BAGNI DI MARIO;2;VIA SAN MAMOLO 53;Santo Stefano;OSSERVANZA - PADERNO;44.482034, 11.337345
8104;BAGNI DI MARIO;2;VIA SAN MAMOLO 42;Santo Stefano;OSSERVANZA - PADERNO;44.48247, 11.338054
8105;VILLA GHIGI;2;VIA SAN MAMOLO 97;Santo Stefano;OSSERVANZA - PADERNO;44.479263, 11.335926
8106;VILLA GHIGI;2;VIA SAN MAMOLO 116/A;Santo Stefano;OSSERVANZA - PADERNO;44.480149, 11.336653
8109;SAN MAMOLO;2;VIA SAN MAMOLO 127/D;Santo Stefano;OSSERVANZA - PADERNO;44.477674, 11.335724
8110;SAN MAMOLO;2;VIA SAN MAMOLO 142;Santo Stefano;OSSERVANZA - PADERNO;44.477461, 11.335993
8111;BIVIO COLLI;2;VIA SAN MAMOLO 161;Santo Stefano;OSSERVANZA - PADERNO;44.475633, 11.336058
8112;BIVIO COLLI;2;VIA SAN MAMOLO FR 161;Santo Stefano;OSSERVANZA - PADERNO;44.475657, 11.336197
8113;FONTANINA;1;VIA RONCRIO 5;Santo Stefano;OSSERVANZA - PADERNO;44.472285, 11.3382
8114;FONTANINA;1;VIA RONCRIO 10/3;Santo Stefano;OSSERVANZA - PADERNO;44.472311, 11.338251
8117;POLVERIERA;1;VIA RONCRIO FR 22;Santo Stefano;OSSERVANZA - PADERNO;44.470542, 11.338005
8118;POLVERIERA;1;VIA RONCRIO 24;Santo Stefano;OSSERVANZA - PADERNO;44.470416, 11.338025
8120;RONCRIO;1;VIA RONCRIO FR 25;Santo Stefano;OSSERVANZA - PADERNO;44.468086, 11.337052
8144;VILLA BARUZZIANA;1;VIA OSSERVANZA FR 19;Santo Stefano;OSSERVANZA - PADERNO;44.483459, 11.33588
8145;VILLA ALDINI;1;VIA OSSERVANZA 86;Santo Stefano;OSSERVANZA - PADERNO;44.481144, 11.328909
8146;VILLA ALDINI;1;VIA OSSERVANZA FR 35;Santo Stefano;OSSERVANZA - PADERNO;44.48104, 11.328704
8151;MONTE CUCCOLINO;1;VIA COLLI 21;Santo Stefano;OSSERVANZA - PADERNO;44.464765, 11.32866
8152;MONTE CUCCOLINO;1;VIA COLLI FR 19;Santo Stefano;OSSERVANZA - PADERNO;44.464976, 11.328894
8153;BIVIO GAIBOLA;1;VIA COLLI 23;Santo Stefano;OSSERVANZA - PADERNO;44.462343, 11.325999
8154;GAIBOLA CHIESA;1;VIA GAIBOLA FR 23;Santo Stefano;OSSERVANZA - PADERNO;44.462895, 11.319648
8155;GAIBOLA CHIESA;1;VIA GAIBOLA FR 23;Santo Stefano;OSSERVANZA - PADERNO;44.462924, 11.319548
8156;BIVIO GAIBOLA;1;VIA COLLI 22-24;Santo Stefano;OSSERVANZA - PADERNO;44.461838, 11.325614
8157;CASA CANTINELLA;1;VIA COLLI 37/2;Santo Stefano;OSSERVANZA - PADERNO;44.455827, 11.319254
8158;CASA CANTINELLA;1;VIA COLLI 28;Santo Stefano;OSSERVANZA - PADERNO;44.45578, 11.319391
8159;FORTE;1;VIA COLLI 39-45;Santo Stefano;OSSERVANZA - PADERNO;44.453942, 11.317219
8160;FORTE;1;VIA COLLI FR 39-45;Santo Stefano;OSSERVANZA - PADERNO;44.453852, 11.317216
8161;PADERNO;1;VIA COLLI (fr.Hotel Paderno);Santo Stefano;OSSERVANZA - PADERNO;44.448307, 11.315438
8163;TIRO AL PIATTELLO;1;VIA COLLI (fr.Tiro Piattello);Santo Stefano;OSSERVANZA - PADERNO;44.443706, 11.309236
8164;TIRO AL PIATTELLO;1;VIA COLLI (Tiro Piattello);Santo Stefano;OSSERVANZA - PADERNO;44.443711, 11.309413
8165;GAIBOLA;1;VIA DI GAIBOLA (CABINA ENEL);Santo Stefano;OSSERVANZA - PADERNO;44.466598, 11.319983
8167;CAVAIONI;1;VIA COLLI (Via Cavaioni);Santo Stefano;OSSERVANZA - PADERNO;44.442127, 11.308081
8168;CAVAIONI;1;VIA COLLI (Via Cavaioni);Santo Stefano;OSSERVANZA - PADERNO;44.44216, 11.308208
8169;CA` BRUCIATA;1;VIA SABBIUNO 7;Santo Stefano;OSSERVANZA - PADERNO;44.439554, 11.308847
8170;CA` BRUCIATA;1;VIA SABBIUNO FR 5;Santo Stefano;OSSERVANZA - PADERNO;44.439238, 11.309349
8171;LUMIERA;1;VIA SABBIUNO FR 4;Santo Stefano;OSSERVANZA - PADERNO;44.43565, 11.313153
8172;LUMIERA;1;VIA SABBIUNO 4;Santo Stefano;OSSERVANZA - PADERNO;44.435558, 11.313263
8173;PARCO CAVAIONI;1;VIA CAVAIONI FR 4;Santo Stefano;OSSERVANZA - PADERNO;44.442264, 11.303977
8174;LASTRE;1;VIA DELLE LASTRE 650 M DALL`INTERSEZIONE;Santo Stefano;OSSERVANZA - PADERNO;44.44899, 11.323445
8175;SABBIUNO;1;VIA SABBIUNO 11;Santo Stefano;OSSERVANZA - PADERNO;44.428936, 11.314836
8176;SABBIUNO;1;VIA SABBIUNO FR 11;Santo Stefano;OSSERVANZA - PADERNO;44.429059, 11.314527
8177;CIPPO SABBIUNO;1;VIA DI SABBIUNO (CIPPO DI SABBIUNO);Santo Stefano;OSSERVANZA - PADERNO;44.421592, 11.314709
8178;CALANCHI;1;VIA SABBIUNO 32;Santo Stefano;OSSERVANZA - PADERNO;44.428167, 11.315471
8180;CIPPO SABBIUNO;1;VIA DI SABBIUNO (FR. CIPPO DI SABBIUNO);Santo Stefano;OSSERVANZA - PADERNO;44.421457, 11.314729
8181;CA` DI SAVINI;1;VIA DEI COLLI 29/2;Santo Stefano;OSSERVANZA - PADERNO;44.458452, 11.321671
8182;CA` DI SAVINI;1;VIA DEI COLLI FR. 29/2;Santo Stefano;OSSERVANZA - PADERNO;44.458119, 11.321671
9000;ISTITUTO ARCANGELI;2;VIA MARCHETTI 22;Santo Stefano;MURRI;44.476979, 11.362517
9001;PORTA SANTO STEFANO;8;VIA MURRI 5-7;Santo Stefano;MURRI;44.483566, 11.357828
9002;PORTA SANTO STEFANO;9;VIA MURRI 4/D;Santo Stefano;MURRI;44.48384, 11.357638
9003;MURRI;3;VIA MURRI 27/D;Santo Stefano;MURRI;44.482361, 11.35954
9004;MURRI;4;VIA MURRI 22;Santo Stefano;MURRI;44.482383, 11.359755
9005;STERLINO;3;VIA MURRI 83;Santo Stefano;MURRI;44.480264, 11.363416
9006;STERLINO;4;VIA MURRI 58;Santo Stefano;MURRI;44.481543, 11.36123
9009;RAGNO;6;VIA MURRI FR 106;Santo Stefano;MURRI;44.478178, 11.365457
9010;RAGNO;8;VIA MURRI 80;Santo Stefano;MURRI;44.479788, 11.36424
9011;VARTHEMA;1;VIA MURRI 151-153;Santo Stefano;MURRI;44.476241, 11.366837
9012;VARTHEMA;3;VIA MURRI 114/A;Santo Stefano;MURRI;44.47734, 11.366341
9013;CHIESA NUOVA;5;VIA MURRI 193;Santo Stefano;MURRI;44.473574, 11.368678
9014;CHIESA NUOVA;6;VIA MURRI 158;Santo Stefano;MURRI;44.473903, 11.368453
9017;PARISIO;2;VIA TOSCANA 3;Savena;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;44.472168, 11.36964
9018;PARISIO;3;VIA TOSCANA 6/B;Savena;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;44.471685, 11.370324
9019;VILLA MAZZACORATI;5;VIA TOSCANA FR 28;Savena;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;44.46925, 11.37098
9020;VILLA MAZZACORATI;10;VIA TOSCANA 28;Savena;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;44.469103, 11.3711
9021;CROCE DI CAMALDOLI;3;VIA TOSCANA 45;Savena;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;44.466529, 11.370656
9022;CROCE DI CAMALDOLI;3;VIA TOSCANA 40;Savena;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;44.466408, 11.370852
9025;DIRETTISSIMA;9;VIA TOSCANA 77;Savena;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;44.463979, 11.370741
9026;DIRETTISSIMA;8;VIA TOSCANA FR 81;Savena;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;44.463389, 11.370982
9027;ANGELO CUSTODE;2;VIA TOSCANA 109;Savena;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;44.460622, 11.370266
9028;ANGELO CUSTODE;2;VIA TOSCANA 120;Savena;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;44.460009, 11.370304
9029;SAN RUFFILLO;6;VIA TOSCANA 119/C;Savena;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;44.457112, 11.369357
9030;SAN RUFFILLO;6;VIA TOSCANA 140;Savena;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;44.457303, 11.369717
9035;PONTE SAVENA;8;VIA TOSCANA 127/C;Savena;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;44.454939, 11.367786
9036;PONTE SAVENA;8;VIA TOSCANA 172;Savena;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;44.454903, 11.36781
9037;TOSCANA PIETRO DA ANZOLA;1;VIA TOSCANA 177;Savena;LUNGO SAVENA;44.452558, 11.364523
9040;TOSCANA PIETRO DA ANZOLA;1;VIA TOSCANA 194;Savena;LUNGO SAVENA;44.452736, 11.365058
9042;SAN RUFFILLO STAZIONE;1;PIAZZALE ANCESCHI 6;Savena;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;44.463017, 11.372852
9100;PAVESE;1;VIA PAVESE FR 10;Savena;LUNGO SAVENA;44.450841, 11.360482
9101;GANDINO;1;VIA GANDINO 13;Santo Stefano;MURRI;44.480924, 11.358036
9102;GANDINO;1;VIA GANDINO 22;Santo Stefano;MURRI;44.480194, 11.357214
9103;BELLACOSTA;1;VIA BELLACOSTA 7;Santo Stefano;MURRI;44.479526, 11.358156
9104;REDENTI;1;VIA GANDINO 48;Santo Stefano;MURRI;44.478376, 11.355003
9105;SANTA BARBARA;1;VIA BELLACOSTA FR 44;Santo Stefano;MURRI;44.477745, 11.355946
9106;SANTA BARBARA;1;VIA SANTA BARBARA 12-14;Santo Stefano;MURRI;44.477055, 11.356208
